major,Semester,Year,degree,university,top,G-V,G-Q,G-A,gpa-norm,toefl,acceptance
EE,Fall,2015,PhD,Princeton University,,,,,0.625,,AD
EE,Fall,2015,PhD,Princeton University,,,,,0.525,,Rej
EE,Fall,2014,PhD,Princeton University,,,,,0.375,,AD
CS,Fall,2016,PhD,Princeton University,30/211,0.925,1,4,0.15,110,AD
Mech,Fall,2013,PhD,Princeton University,,0.875,0.875,6,0.125,111,Rej
IEOR,Fall,2014,PhD,Princeton University,15/211,0.875,0.9,4,0,104,Rej
CS,Fall,2013,PhD,Princeton University,,,,,,,AD
CS,Fall,2016,PhD,Princeton University,,,,,,,AD
CS,Fall,2016,MS,Princeton University,,,,,0.925,,Rej
CS,Fall,2016,MS,Princeton University,,,,,0.875,,AD
EE,Fall,2015,MS,Princeton University,,,,,0.975,,Rej
EE,Fall,2012,MS,Princeton University,,0.825,0.9,4,,110,AD
CS,Fall,2016,PhD,Princeton University,,,,,,,Rej
Stat/Biostat,Fall,2015,,Princeton University,,,,,,,Rej
CS,Fall,2015,PhD,Princeton University,,,,,,,Rej
CS,Fall,2015,MS,Princeton University,,0.675,1,3.5,,104,Rej
CS,Fall,2015,MS,Princeton University,,,,,,,Rej
Financial,Fall,2015,MS,Princeton University,,,,,0.975,,Rej
Civil,Fall,2016,PhD,Princeton University,30/211,0.525,1,3,,,Rej
CS,Fall,2016,PhD,Princeton University,,,,,0.8,,AD
CS,Fall,2016,MS,Princeton University,15/211,0.8625,0.8625,3.5,,109,Rej
EE,Fall,2016,PhD,Princeton University,,,,,,,Rej
EE,Fall,2016,PhD,Princeton University,15/211,0.7625,0.7625,3,,101,Rej
CS,Fall,2016,PhD,Princeton University,,,,,,,Rej
CS,Fall,2016,PhD,Princeton University,,,,,0.95,,Rej
Mech,Fall,2016,MS,Princeton University,30/211,0.675,1,3,0.6,108,Rej
Mech,Fall,2016,PhD,Princeton University,30/211,0.575,1,3.5,,103,Rej
EE,Fall,2014,PhD,Princeton University,30/211,0.95,0.65,3.5,,111,Rej
EE,Fall,2014,PhD,Princeton University,,,,,0.95,,Rej
IEOR,Fall,2014,PhD,Princeton University,,,,,,,Rej
EE,Fall,2014,PhD,Princeton University,,,,,,,AD
IEOR,Fall,2014,PhD,Princeton University,,,,,,,Rej
IEOR,Fall,2014,PhD,Princeton University,,,,,0.783333333,,Rej
IEOR,Fall,2014,PhD,Princeton University,,,,,,,Rej
CS,Fall,2014,PhD,Princeton University,,,,,,,Rej
CS,Fall,2014,PhD,Princeton University,15/211,0.825,0.9,4,,105,Rej
CS,Fall,2014,PhD,Princeton University,,,,,,,AD
CS,Fall,2015,MS,Princeton University,30/211,,,,,,Rej
CS,Fall,2012,MS,Princeton University,,,,,,,Rej
Envir,Fall,2012,MS,Princeton University,,0.825,0.9,4,,110,AD
EE,Fall,2012,MS,Princeton University,,,,,0.85,,Rej
Math,Fall,2012,PhD,Princeton University,,,,,0.783333333,,AD
EE,Fall,2012,PhD,Princeton University,,,,,0.8875,,Rej
EE,Fall,2012,PhD,Princeton University,30/211,0.8,0.525,0,0.875,101,Rej
EE,Fall,2012,MS,Princeton University,15/211,,,,0.86,110,Rej
Bio,Fall,2012,PhD,Princeton University,,,,,0.25,,Rej
CS,Fall,2012,MS,Princeton University,,,,,0.95,,Rej
EE,Fall,2015,PhD,Princeton University,,,,,,,Rej
CS,Fall,2015,PhD,Princeton University,15/211,0.75,0.75,3.5,0.95,100,Rej
Mech,Fall,2015,PhD,Princeton University,30/211,0.875,0.875,4,,107,AD
Mech,Fall,2015,PhD,Princeton University,,,,,0.1,,Rej
EE,Fall,2015,PhD,Princeton University,,,,,,,Rej
EE,Fall,2015,MS,Princeton University,,,,,0.975,,Rej
EE,Fall,2015,PhD,Princeton University,,,,,,,Rej
EE,Fall,2015,PhD,Princeton University,,,,,,,Rej
IEOR,Fall,2015,PhD,Princeton University,,,,,,,AD
EE,Fall,2014,PhD,Princeton University,,,,,,,Rej
EE,Fall,2014,PhD,Princeton University,,,,,,,AD
MIS/DataScience,Fall,2014,,Princeton University,,,,,,,
CS,Fall,2014,MS,Princeton University,15/211,0.65,1,3,0.775,107,Rej
Civil,Fall,2014,PhD,Princeton University,,,,,,,Rej
Stat/Biostat,Fall,2010,PhD,Princeton University,,,,,,,AD
EE,Fall,2014,PhD,Princeton University,,,,,0.425,,Rej
Mech,Fall,2014,PhD,Princeton University,,,,,,,Rej
CS,Fall,2014,MS,Princeton University,,0.575,1,3.5,,102,Rej
EE,Fall,2013,PhD,Princeton University,,,,,0.975,,AD
Mech,Fall,2013,MS,Princeton University,,,,,,,Rej
CS,Fall,2013,PhD,Princeton University,,0.325,0.9,3,0.775,95,Rej
Mech,Fall,2013,PhD,Princeton University,,,,,,,Rej
EE,Fall,2013,MS,Princeton University,,,,,0.925,,Rej
EE,Fall,2013,PhD,Princeton University,,,,,,,Rej
Mech,Fall,2012,PhD,Princeton University,30/211,0.9125,0.9125,3.5,0.05,106,AD
Mech,Fall,2013,PhD,Princeton University,15/211,0.925,0.65,3,,101,AD
CS,Fall,2013,MS,Princeton University,,,,,0.9,,Rej
CS,Fall,2013,MS,Princeton University,,,,,,100,Rej
Mech,Fall,2012,PhD,Princeton University,,,,,,,Rej
EE,Fall,2016,PhD,Princeton University,,,,,,,AD
EE,Fall,2016,PhD,Princeton University,,,,,,,AD
Mech,Fall,2016,PhD,Princeton University,,,,,,,AD
CS,Fall,2014,MS,Princeton University,,,,,,,Rej
EE,Fall,2012,MS,Princeton University,,,,,0.975,,AD
EE,Fall,2016,PhD,Princeton University,,,,,,,Rej
Civil,Fall,2016,MS,Princeton University,,,,,0.95,,Rej
CS,Fall,2016,PhD,Princeton University,30/211,,,,0.925,102,AD
CS,Fall,2016,MS,Princeton University,,,,,,,Rej
Math,Fall,2012,PhD,Princeton University,,,,,,,Rej
IEOR,Fall,2015,PhD,Princeton University,,,,,,,AD
Envir,Fall,2015,PhD,Princeton University,,,,,,,Rej
EE,Fall,2015,PhD,Princeton University,,,,,,,Rej
Mech,Fall,2015,PhD,Princeton University,,,,,,,Rej
Mech,Fall,2013,PhD,Princeton University,,,,,0.25,,Rej
Other,Fall,2014,PhD,Princeton University,,,,,,,AD
Civil,Fall,2016,PhD,Princeton University,,,,,,,AD
CS,Fall,2016,MS,Princeton University,,,,,,,Rej
CS,Fall,2014,MS,Princeton University,,,,,0.95,,Rej
Mech,Fall,2016,Phd,Princeton University,,,,,,,AD
Civil,Fall,2014,PhD,Princeton University,30/211,0.625,0.625,5,,96,Rej
Stat/Biostat,Fall,2012,MS,Princeton University,15/211,0.8,0.85,3.5,,104,Rej
EE,Fall,2016,PhD,Princeton University,,,,,,,AD
Mech,Fall,2016,PhD,Princeton University,,,,,0.84,,Rej
CS,Fall,2013,MS,Princeton University,,,,,,,Rej
EE,Fall,2013,MS,Princeton University,15/211,,,,,,AD
EE,Fall,2012,PhD,Princeton University,15/211,0.85,0.55,3.5,,107,Rej
EE,Fall,2012,MS,Princeton University,,0.75,0.775,3.5,,108,Rej
EE,Fall,2013,PhD,Purdue University,15/211,0.95,0.9,3,0.99,100,AD
Mech,Fall,2015,PhD,Purdue University,30/211,0.525,1,3.5,0.94,97,AD
EE,Fall,2014,MS,Purdue University,15/211,0.75,0.75,3,0.91,99,Rej
EE,Fall,2013,PhD,Purdue University,,,,,0.92,,Rej
Civil,Fall,2012,PhD,Purdue University,15/211,0.875,0.9,4,0.9,97,AD
Mech,Fall,2012,MS,Purdue University,30/211,0.825,0.525,3.5,0.87,100,AD
EE,Fall,2013,MS,Purdue University,,,,,0.88,,AD
EE,Fall,2012,MS,Purdue University,,,,,0.833333333,,Rej
EE,Fall,2015,MS,Purdue University,,,,,0.87,,Rej
EE,Fall,2013,PhD,Purdue University,,,,,0.84,,Rej
CS,Fall,2012,MS,Purdue University,15/211,0.825,0.55,3,0.85,103,Rej
CS,Fall,2014,MS,Purdue University,,,,,0.86,,AD
EE,Fall,2015,MS,Purdue University,,,,,0.86,,AD
EE,Fall,2016,MS,Purdue University,15/211,0.7,1,3,0.95,104,AD
EE,Fall,2012,PhD,Purdue University,30/211,0.55,0.9,3,0.84,97,Rej
EE,Fall,2012,MS,Purdue University,,,,,0.84,,AD
Material,Fall,2016,,Purdue University,30/211,0.75,0.75,3,0.82,99,
EE,Fall,2012,PhD,Purdue University,,,,,0.83,,Rej
EE,Fall,2014,MS,Purdue University,,0.7375,0.7375,3,0.975,,Rej
EE,Fall,2015,MS,Purdue University,15/211,,,,0.9375,,AD
CS,Fall,2013,MS,Purdue University,,,,,0.9375,,Rej
Mech,Fall,2015,MS,Purdue University,15/211,0.6,1,3,0.9125,105,AD
EE,Fall,2013,PhD,Purdue University,,,,,0.925,,Rej
EE,Fall,2014,MS,Purdue University,,,,,0.8875,,AD
ECE,Fall,2013,PhD,Purdue University,,,,,0.875,,Rej
EE,Fall,2013,MS,Purdue University,,0.425,0.875,3.5,0.8625,99,Rej
EE,Fall,2015,MS,Purdue University,30/211,0.675,1,3.5,0.8375,109,Rej
CS,Fall,2014,MS,Purdue University,,,,,0.85,,Rej
CS,Fall,2015,MS,Purdue University,,,,,0.8375,,Rej
Mech,Fall,2016,MS,Purdue University,30/211,0.55,1,3,0.8125,102,AD
IEOR,Fall,2016,MS,Purdue University,,,,,0.825,,AD
CS,Fall,2014,MS,Purdue University,30/211,0.625,0.925,3,0.925,100,Rej
CS,Fall,2012,PhD,Purdue University,,,,,0.8125,,Rej
EE,Fall,2013,MS,Purdue University,,,,,0.7875,,Rej
CS,Fall,2015,PhD,Purdue University,,,,,0.775,,AD
EE,Fall,2013,MS,Purdue University,,,,,0.9,,Rej
ECE,Fall,2012,MS,Purdue University,15/211,,,,0.966666667,100,Rej
Math,Fall,2013,MS,Purdue University,30/211,0.575,0.9,3.5,0.933333333,105,Rej
EE,Fall,2014,MS,Purdue University,,,,,0.925,,Rej
CS,Fall,2016,PhD,Purdue University,15/211,0.525,1,3,0.916666667,98,AD
CS,Fall,2012,MS,Purdue University,30/211,,,,0.916666667,104,Rej
CS,Fall,2012,MS,Purdue University,,,,,0.916666667,,Rej
Civil,Fall,2016,MS,Purdue University,15/211,0.75,0.75,1,0.866666667,100,Rej
EE,Fall,2012,MS,Purdue University,,,,,0.9,,Rej
Mech,Fall,2016,MS,Purdue University,15/211,0.75,0.75,4,0.816666667,103,AD
Chem,Fall,2015,MS,Purdue University,30/211,0.375,0.925,3,0.8,99,AD
CS,Fall,2016,MS,Purdue University,,,,,0.8,,Rej
EE,Fall,2013,MS,Purdue University,30/211,0.65,0.9,3,0.766666667,101,Rej
CS,Fall,2013,MS,Purdue University,30/211,0.575,1,3.5,0.766666667,104,Rej
EE,Fall,2016,MS,Purdue University,,,,,0.783333333,,AD
CS,Fall,2013,MS,Purdue University,,,,,0.783333333,,AD
CS,Fall,2016,PhD,Purdue University,,,,,0.625,,AD
Mech,Fall,2015,MS,Purdue University,30/211,0.4,1,3.5,0.75,97,Rej
Other,Fall,2016,PhD,Purdue University,30/211,0.75,0.75,0,0.733333333,111,AD
MIS/DataScience,Fall,2013,MS,Purdue University,15/211,0.75,0.9,4.5,0.75,110,AD
EE,Fall,2013,MS,Purdue University,,,,,0.75,,Rej
Aero,Fall,2013,MS,Purdue University,30/211,0.6,0.975,3.5,0.716666667,103,AD
Math,Fall,2014,MS,Purdue University,30/211,,,,0.7,,Rej
CS,Fall,2014,PhD,Purdue University,,,,,0.716666667,,AD
CS,Fall,2014,PhD,Purdue University,,,,,0.716666667,,Rej
Physics,Fall,2014,PhD,Purdue University,,,,,1,,AD
EE,Fall,2013,MS,Purdue University,,,,,1,,AD
EE,Fall,2012,MS,Purdue University,,,,,1,,AD
CS,Fall,2012,PhD,Purdue University,,,,,0.975,,Rej
EE,Spring,2016,MS,Purdue University,30/211,0.5,1,3,0.975,105,AD
EE,Fall,2013,PhD,Purdue University,30/211,0.575,1,3,0.975,,AD
Mech,Fall,2016,PhD,Purdue University,15/211,0.675,0.975,3.5,0.975,113,AD
ECE,Fall,2016,MS,Purdue University,,,,,0.975,,AD
CS,Fall,2014,PhD,Purdue University,,,,,0.975,,AD
EE,Fall,2014,MS,Purdue University,,,,,0.925,,Rej
EE,Fall,2013,MS,Purdue University,,,,,0.975,,AD
EE,Fall,2013,PhD,Purdue University,,,,,0.975,,AD
EE,Fall,2013,,Purdue University,,,,,0.975,,
Mech,Fall,2015,MS,Purdue University,,,,,0.975,,AD
CS,Fall,2014,MS,Purdue University,,,,,0.975,,AD
Material,Fall,2014,PhD,Purdue University,,,,,0.975,,AD
CS,Fall,2012,PhD,Purdue University,,,,,0.925,,Rej
Bio,Fall,2013,PhD,Purdue University,,,,,0.975,,AD
CS,Fall,2014,PhD,Purdue University,,,,,0.95,,Rej
CS,Fall,2012,PhD,Purdue University,,,,,0.95,,AD
EE,Fall,2014,PhD,Purdue University,15/211,0.5,0.95,3,0.925,102,AD
EE,Fall,2015,MS,Purdue University,30/211,0.5,1,3,0.95,100,Rej
ECE,Fall,2014,PhD,Purdue University,15/211,0.6,0.85,3,0.95,103,Rej
EE,Fall,2016,MS,Purdue University,,,,,0.95,,AD
Civil,Fall,2016,PhD,Purdue University,,,,,0.95,,AD
EE,Fall,2012,MS,Purdue University,,,,,0.95,,AD
Material,Fall,2015,MS,Purdue University,,,,,0.95,,Rej
Stat/Biostat,Fall,2012,MS,Purdue University,15/211,0.9,0.625,4,0.95,105,AD
EE,Fall,2015,MS,Purdue University,,,,,0.95,,Rej
EE,Fall,2012,PhD,Purdue University,30/211,0.875,0.6,4,0.95,101,AD
EE,Fall,2015,MS,Purdue University,,0.625,0.925,3.5,0.95,107,Rej
Mech,Fall,2014,PhD,Purdue University,30/211,0.85,0.85,3,0.95,107,AD
Mech,Fall,2012,MS,Purdue University,15/211,0.6,0.825,3,0.95,99,AD
EE,Fall,2015,MS,Purdue University,,,,,0.925,,AD
CS,Fall,2015,PhD,Purdue University,,,,,0.95,,AD
Stat/Biostat,Fall,2014,PhD,Purdue University,,,,,0.95,,AD
EE,Fall,2014,,Purdue University,,,,,0.95,,
Financial,Fall,2013,MS,Purdue University,,,,,0.95,,Rej
Civil,Fall,2016,MS,Purdue University,,,,,0.95,,AD
CS,Fall,2013,PhD,Purdue University,,,,,0.95,,AD
CS,Fall,2013,PhD,Purdue University,,,,,0.95,,AD
EE,Fall,2012,MS,Purdue University,,,,,0.95,,AD
Bio,Fall,2015,PhD,Purdue University,,,,,0.95,,AD
CS,Fall,2012,PhD,Purdue University,,,,,0.95,,AD
EE,Fall,2012,MS,Purdue University,,,,,0.95,,AD
MIS/DataScience,Fall,2015,,Purdue University,,,,,0.95,,
Chem,Fall,2014,MS,Purdue University,,,,,0.95,,AD
CS,Fall,2015,MS,Purdue University,,,,,0.95,,AD
Mech,Fall,2015,PhD,Purdue University,,,,,0.925,,ad
Mech,Fall,2015,MS,Purdue University,30/211,0.6,1,3.5,0.925,104,AD
Financial,Fall,2015,MS,Purdue University,15/211,,,,0.925,87,AD
CS,Fall,2014,,Purdue University,30/211,0.625,0.625,2,0.925,96,
CS,Fall,2015,MS,Purdue University,15/211,0.475,1,3.5,0.925,102,Rej
EE,Fall,2014,MS,Purdue University,30/211,,,,0.925,,Rej
EE,Fall,2014,PhD,Purdue University,15/211,0.875,0.575,0,0.925,105,Rej
Civil,Fall,2014,MS,Purdue University,30/211,0.7625,0.7625,3,0.925,107,AD
EE,Fall,2014,PhD,Purdue University,30/211,0.6,1,3.5,0.925,100,Rej
IEOR,Fall,2013,MS,Purdue University,15/211,0.8,0.9,4,0.925,110,AD
CS,Fall,2014,MS,Purdue University,,,,,0.925,,Rej
CS,Fall,2015,MS,Purdue University,,,,,0.925,,AD
EE,Fall,2012,MS,Purdue University,,,,,0.925,,Rej
EE,Fall,2015,MS,Purdue University,,,,,0.925,,AD
Mech,Fall,2016,PhD,Purdue University,15/211,0.6,1,4,0.925,,AD
EE,Fall,2012,,Purdue University,15/211,,,,0.925,107,
EE,Fall,2015,MS,Purdue University,,,,,0.925,,Rej
CS,Fall,2015,PhD,Purdue University,,,,,0.925,,Rej
ECE,Fall,2014,MS,Purdue University,,,,,0.925,,Rej
EE,Fall,2014,MS,Purdue University,,,,,0.925,,Rej
EE,Fall,2013,MS,Purdue University,,,,,0.925,,AD
EE,Fall,2013,PhD,Purdue University,,,,,0.925,,AD
CS,Fall,2013,PhD,Purdue University,,,,,0.9,,Rej
EE,Fall,2014,PhD,Purdue University,,,,,0.925,,AD
ECE,Fall,2015,MS,Purdue University,,,,,0.925,,AD
EE,Fall,2016,MS,Purdue University,,,,,0.925,,AD
CS,Fall,2016,PhD,Purdue University,,,,,0.925,,AD
EE,Fall,2014,MS,Purdue University,,,,,0.875,,AD
Chem,Fall,2013,PhD,Purdue University,,,,,0.925,,AD
Stat/Biostat,Fall,2014,MS,Purdue University,,,,,0.925,,Rej
EE,Fall,2012,MS,Purdue University,,,,,0.925,,AD
EE,Fall,2012,MS,Purdue University,,,,,0.925,,AD
EE,Fall,2012,PhD,Purdue University,30/211,0.975,0.7,0,0.9,101,AD
Material,Fall,2015,MS,Purdue University,15/211,0.825,1,3,0.9,102,Rej
EE,Fall,2015,MS,Purdue University,15/211,0.875,0.875,2,0.9,104,Rej
Stat/Biostat,Fall,2015,MS,Purdue University,15/211,0.55,0.95,3,0.9,104,Rej
Earth/Geo,Fall,2012,PhD,Purdue University,30/211,0.85,0.55,3.5,0.9,100,Rej
EE,Fall,2015,MS,Purdue University,15/211,0.75,0.75,1,0.9,97,Rej
IEOR,Fall,2015,MS,Purdue University,15/211,0.6,0.95,3,0.9,101,AD
EE,Fall,2014,MS,Purdue University,15/211,0.7,0.975,3.5,0.9,107,Rej
EE,Fall,2014,MS,Purdue University,30/211,0.525,1,3,0.9,103,Rej
EE,Fall,2013,MS,Purdue University,15/211,0.525,0.9,3,0.9,83,Rej
EE,Fall,2013,PhD,Purdue University,30/211,0.6,0.825,3.5,0.9,97,AD
Civil,Fall,2016,MS,Purdue University,,,,,0.9,,AD
Material,Fall,2015,PhD,Purdue University,,,,,0.9,,AD
EE,Fall,2012,MS,Purdue University,,,,,0.9,,AD
CS,Fall,2012,MS,Purdue University,,,,,0.9,,Rej
EE,Fall,2015,MS,Purdue University,,,,,0.9,,Rej
CS,Fall,2013,MS,Purdue University,30/211,0.5,0.95,3,0.9,103,Rej
EE,Fall,2014,PhD,Purdue University,,,,,0.9,,Rej
EE,Fall,2014,PhD,Purdue University,,0.525,0.95,3.5,0.9,95,AD
EE,Fall,2013,MS,Purdue University,,0.6,1,3,0.9,95,AD
EE,Fall,2013,PhD,Purdue University,,,,,0.9,,Rej
CS,Fall,2013,PhD,Purdue University,,,,,0.9,,Rej
CS,Fall,2013,MS,Purdue University,,,,,0.9,,Rej
CS,Fall,2013,PhD,Purdue University,,,,,0.9,,Rej
CS,Fall,2014,MS,Purdue University,15/211,,,,0.9,,AD
CS,Fall,2013,MS,Purdue University,,,,,0.9,,Rej
CS,Fall,2013,MS,Purdue University,,,,,0.9,,Rej
Stat/Biostat,Spring,2013,MS,Purdue University,,,,,0.9,,AD
Mech,Fall,2012,MS,Purdue University,,,,,0.85,,AD
EE,Fall,2012,MS,Purdue University,,,,,0.9,,AD
Math,Fall,2014,MS,Purdue University,,,,,0.9,,Rej
EE,Fall,2014,PhD,Purdue University,,0.525,0.95,3.5,0.9,95,AD
EE,Fall,2013,MS,Purdue University,,,,,0.9,,AD
Civil,Fall,2016,MS,Purdue University,,,,,0.9,,AD
EE,Fall,2012,MS,Purdue University,,,,,0.9,,Rej
CS,Fall,2012,PhD,Purdue University,,,,,0.9,,AD
EE,Fall,2014,MS,Purdue University,,,,,0.9,,Rej
IEOR,Fall,2016,MS,Purdue University,15/211,0.85,0.85,3,0.875,108,AD
CS,Fall,2014,MS,Purdue University,30/211,0.6875,0.6875,3.5,0.875,92,Rej
CS,Fall,2015,MS,Purdue University,15/211,0.7,0.95,3,0.875,108,Rej
CS,Fall,2015,MS,Purdue University,15/211,0.5,0.975,3,0.875,102,AD
Civil,Fall,2014,PhD,Purdue University,,,,,0.875,,Rej
CS,Fall,2014,PhD,Purdue University,,,,,0.875,,AD
CS,Fall,2014,MS,Purdue University,,,,,0.85,,Rej
Mech,Fall,2013,PhD,Purdue University,,,,,0.875,,AD
EE,Fall,2012,MS,Purdue University,,,,,0.875,,Rej
Mech,Fall,2015,MS,Purdue University,,,,,0.875,,AD
EE,Fall,2014,MS,Purdue University,,,,,0.875,,Rej
EE,Fall,2014,MS,Purdue University,,,,,0.875,,Rej
CS,Fall,2013,PhD,Purdue University,15/211,0.675,0.95,3,0.875,105,Rej
EE,Fall,2013,PhD,Purdue University,,,,,0.875,,AD
Financial,Fall,2012,MS,Purdue University,15/211,0.9,0.9,3.5,0.875,,Rej
Stat/Biostat,Fall,2014,MS,Purdue University,30/211,0.75,0.75,3.5,0.875,101,Rej
EE,Fall,2013,PhD,Purdue University,,,,,0.875,,AD
EE,Fall,2013,PhD,Purdue University,,,,,0.875,,Rej
CS,Fall,2013,MS,Purdue University,,,,,0.85,,Rej
Bio,Fall,2013,,Purdue University,,,,,0.875,,
CS,Fall,2013,MS,Purdue University,,,,,0.875,,Rej
Stat/Biostat,Fall,2014,MS,Purdue University,,,,,0.875,,Rej
Mech,Fall,2016,MS,Purdue University,,,,,0.875,,AD
CS,Fall,2013,MS,Purdue University,,,,,0.5,,Rej
IEOR,Fall,2014,MS,Purdue University,,,,,0.875,,AD
CS,Fall,2012,PhD,Purdue University,,,,,0.875,,Rej
EE,Fall,2012,PhD,Purdue University,15/211,0.875,0.625,3.5,0.875,104,Rej
IEOR,Fall,2015,MS,Purdue University,15/211,,,,0.85,105,AD
CS,Fall,2012,MS,Purdue University,15/211,0.85,0.575,3.5,0.85,95,Rej
EE,Spring,2016,MS,Purdue University,,,,,0.85,,Rej
CS,Fall,2014,MS,Purdue University,,,,,0.85,,Rej
IEOR,Fall,2015,MS,Purdue University,,,,,0.85,,AD
Aero,Fall,2013,MS,Purdue University,15/211,0.6,0.9,3.5,0.7,107,Rej
CS,Fall,2013,MS,Purdue University,30/211,0.55,0.9,2.5,0.85,102,Rej
CS,Fall,2014,MS,Purdue University,,,,,0.85,,AD
Material,Fall,2014,MS,Purdue University,30/211,0.9375,0.9375,3.5,0.85,103,AD
Other,Fall,2013,MS,Purdue University,30/211,0.5,0.875,3.5,0.85,102,AD
EE,Fall,2013,PhD,Purdue University,,,,,0.85,,Rej
CS,Fall,2014,MS,Purdue University,30/211,0.475,0.8,3,0.85,98,Rej
Civil,Fall,2015,MS,Purdue University,30/211,0.75,0.75,3,0.85,96,AD
Aero,Fall,2013,MS,Purdue University,,,,,0.85,,Rej
CS,Fall,2013,MS,Purdue University,,,,,0.85,,Rej
EE,Fall,2013,MS,Purdue University,30/211,0.7,0.9,3,0.85,100,Rej
Financial,Fall,2012,MS,Purdue University,15/211,0.675,0.9,3.5,0.825,102,AD
Envir,Fall,2014,MS,Purdue University,,,,,0.825,,AD
CS,Fall,2016,MS,Purdue University,15/211,0.625,1,4,0.825,106,AD
Mech,Fall,2015,MS,Purdue University,30/211,,,,0.825,86,AD
Bio,Fall,2014,PhD,Purdue University,15/211,,,,0.825,100,Rej
CS,Fall,2015,MS,Purdue University,15/211,0.525,0.95,3,0.825,100,Rej
CS,Fall,2012,MS,Purdue University,,,,,0.825,,AD
EE,Fall,2015,MS,Purdue University,,,,,0.825,,Rej
Civil,Fall,2014,MS,Purdue University,,,,,0.825,,AD
EE,Fall,2013,MS,Purdue University,15/211,0.75,0.75,6,0.825,101,Rej
EE,Fall,2013,MS,Purdue University,,,,,0.825,,AD
CS,Fall,2013,PhD,Purdue University,30/211,0.55,0.875,3,0.825,99,Rej
EE,Fall,2013,PhD,Purdue University,,,,,0.825,,Rej
CS,Fall,2015,MS,Purdue University,,,,,0.825,,Rej
EE,Fall,2015,MS,Purdue University,,,,,0.825,,Rej
CS,Fall,2016,PhD,Purdue University,,,,,0.825,,Rej
Envir,Fall,2014,MS,Purdue University,,,,,0.825,,AD
Envir,Fall,2014,MS,Purdue University,,,,,0.825,,AD
Other,Fall,2012,MS,Purdue University,,0.825,0.525,3.5,0.8,100,AD
Civil,Fall,2015,MS,Purdue University,30/211,0.825,0.875,3,0.8,99,AD
Civil,Fall,2012,MS,Purdue University,,,,,0.8,,AD
EE,Fall,2013,MS,Purdue University,,,,,0.8,,Rej
CS,Fall,2013,MS,Purdue University,,,,,0.8,,Rej
CS,Fall,2013,MS,Purdue University,,,,,0.8,,Rej
Mech,Spring,2013,MS,Purdue University,15/211,0.75,0.9,3.5,0.8,90,AD
Civil,Fall,2015,MS,Purdue University,,,,,0.8,,Rej
Stat/Biostat,Fall,2014,MS,Purdue University,15/211,0.475,1,3,0.8,95,AD
CS,Fall,2016,PhD,Purdue University,,,,,0.8,,AD
Mech,Fall,2016,MS,Purdue University,,,,,0.8,,AD
Bio,Fall,2015,PhD,Purdue University,15/211,0.3,1,3,0.775,89,Rej
Chem,Fall,2015,MS,Purdue University,30/211,0.7,0.7,3,0.775,97,Rej
CS,Fall,2012,MS,Purdue University,15/211,,,,0.775,108,Rej
CS,Fall,2012,PhD,Purdue University,,,,,0.775,108,Rej
Edu,Fall,2016,MS,Purdue University,,,,,0.775,,AD
CS,Fall,2016,MS,Purdue University,,,,,0.775,,AD
Chem,Fall,2016,MS,Purdue University,30/211,0.875,0.875,3,0.775,90,AD
Mech,Fall,2012,PhD,Purdue University,,,,,0.775,,AD
EE,Fall,2012,PhD,Purdue University,,,,,0.775,,Rej
EE,Fall,2015,MS,Purdue University,30/211,,,,0.75,97,Rej
Bio,Fall,2013,PhD,Purdue University,15/211,0.6,0.775,4,0.575,98,AD
EE,Fall,2016,PhD,Purdue University,,,,,0.525,,AD
Bio,Fall,2015,MS,Purdue University,30/211,0.35,1,3,0.525,99,Rej
EE,Fall,2014,MS,Purdue University,30/211,,,,0.425,,AD
CS,Fall,2012,MS,Purdue University,30/211,0.45,0.925,3.5,0.425,105,Rej
Civil,Fall,2013,MS,Purdue University,,,,,0.425,,AD
EE,Fall,2016,MS,Purdue University,15/211,0.65,0.95,3,0.425,110,AD
EE,Fall,2012,MS,Purdue University,,,,,0.275,,Rej
EE,Fall,2014,MS,Purdue University,,,,,0.2,,AD
EE,Fall,2012,MS,Purdue University,30/211,0.95,0.65,3.5,0.175,106,AD
