user	url	gpa	Semester	Year	degree	acceptance	university	majors	G	T	top
Orlan	http://www.1point3acres.com/bbs/thread-89795-1-1.html		Fall	2014.0	MS	AD	University of Michigan	EE			
????	http://www.1point3acres.com/bbs/thread-89919-1-1.html	8.3	Fall	2014.0	MS	AD	University of Michigan	EE	162+165+3	101(S22?	15/211
viczong	http://www.1point3acres.com/bbs/thread-89818-1-1.html		Fall	2014.0	MS	AD	University of Michigan	EE			
appleappl	http://www.1point3acres.com/bbs/thread-89548-1-1.html		Fall	2014.0	MS	AD	University of Michigan	EE			
seraph621	http://www.1point3acres.com/bbs/thread-89803-1-1.html		Fall	2014.0	MS	Rej	University of Michigan	ME, ME, CMU, NWU, JHU			30/211
bazingawang	http://www.1point3acres.com/bbs/thread-88328-1-1.html		Fall	2014.0	MS	AD	University of Michigan	ME, ME			
xero	http://www.1point3acres.com/bbs/thread-89398-1-1.html	8.9	Fall	2014.0	MS	Rej	University of Michigan	EE, EE:S	157+170+4	105(23)	15/211
Dr_JohnDoe	http://www.1point3acres.com/bbs/thread-88973-1-1.html		Fall	2014.0	PhD	Rej	University of Michigan	IEOR			15/211
schweini	http://www.1point3acres.com/bbs/thread-88352-1-1.html		Fall	2014.0	MS	AD	University of Michigan	ME			15/211
lyd	http://www.1point3acres.com/bbs/thread-88874-1-1.html	4.8	Fall	2014.0	MS	AD	University of Michigan	ME			30/211
wkx910217	http://www.1point3acres.com/bbs/thread-89411-1-1.html		Fall	2014.0	MS	Rej	University of Michigan	EE			
daisywr	http://www.1point3acres.com/bbs/thread-89304-1-1.html		Fall	2014.0	PhD	Rej	University of Michigan	CS			15/211
Lakewood	http://www.1point3acres.com/bbs/thread-89121-1-1.html		Fall	2014.0	MS	AD	University of Michigan	EE, EE:S			
xuyinan	http://www.1point3acres.com/bbs/thread-88342-1-1.html	5.2	Fall	2014.0	MS	AD	University of Michigan	ME	305+2.5		15/211
???????	http://www.1point3acres.com/bbs/thread-89158-1-1.html	3.6	Fall	2014.0	MS	AD	University of Michigan	Stat/Biostat			
KimiZJ	http://www.1point3acres.com/bbs/thread-89349-1-1.html		Fall	2014.0	MS	Rej	University of Michigan	EE			
lida233158797	http://www.1point3acres.com/bbs/thread-89323-1-1.html		Fall	2014.0	MS	AD	University of Michigan	CivilEng, Construction Management			15/211
terrycbarney	http://www.1point3acres.com/bbs/thread-89200-1-1.html	3.7	Fall	2014.0	MS	AD	University of Michigan	CivilEng	160+167+3.0	102?s22?	30/211
hongjie1127	http://www.1point3acres.com/bbs/thread-88663-1-1.html		Fall	2014.0	PhD	Rej	University of Michigan	EE			
OFighting	http://www.1point3acres.com/bbs/thread-89043-1-1.html	9.6	Fall	2014.0	PhD	Rej	University of Michigan	EE	154+166+3.0	97	15/211
failedwilliam	http://www.1point3acres.com/bbs/thread-84853-1-1.html		Fall	2014.0	MS	AD	University of Michigan	Stat/Biostat			
donnice	http://www.1point3acres.com/bbs/thread-81976-1-1.html		Fall	2014.0	MS	AD	University of Michigan	Chem/CEng	155+168+3.5	28+24+23+28	30/211
Emily??	http://www.1point3acres.com/bbs/thread-87041-1-1.html		Fall	2014.0	PhD	Rej	University of Michigan	CivilEng			
ppca	http://www.1point3acres.com/bbs/thread-84251-1-1.html		Fall	2014.0	MS	AD	University of Michigan	Stat/Biostat			
yyf_ice	http://www.1point3acres.com/bbs/thread-86899-1-1.html	3.4	Fall	2014.0	MS	AD	University of Michigan	ME	152+169+3.5	30+29+20+25	15/211
firenze11	http://www.1point3acres.com/bbs/thread-87768-1-1.html		Fall	2014.0	MS	AD	University of Michigan	Other, Architecture(MS)			
DDDDDiana	http://www.1point3acres.com/bbs/thread-87704-1-1.html		Fall	2014.0	MS	AD	University of Michigan	EE	157+170+4.5	115	15/211
DDDDDiana	http://www.1point3acres.com/bbs/thread-87704-1-1.html		Fall	2014.0	MS	AD	University of Michigan	EE	157+170+4.5	115	15/211
????	http://www.1point3acres.com/bbs/thread-81840-1-1.html		Fall	2014.0	MS	AD	University of Michigan	Stat/Biostat			
Kevin73S	http://www.1point3acres.com/bbs/thread-87233-1-1.html		Fall	2014.0	MS	AD	University of Michigan	EE			
snaeagle	http://www.1point3acres.com/bbs/thread-87156-1-1.html		Fall	2014.0	MS	AD	University of Michigan	EE			
pry_plz	http://www.1point3acres.com/bbs/thread-87235-1-1.html		Fall	2014.0	MS	AD	University of Michigan	MIS			15/211
liziyun	http://www.1point3acres.com/bbs/thread-81117-1-1.html		Fall	2014.0	PhD	Offer	University of Michigan	CS			
????	http://www.1point3acres.com/bbs/thread-87099-1-1.html	3.7	Fall	2014.0	MS	Rej	University of Michigan	EE			
heaven??	http://www.1point3acres.com/bbs/thread-86921-1-1.html		Fall	2014.0	MS	WaitingList	University of Michigan	Stat/Biostat			
Jasmine11	http://www.1point3acres.com/bbs/thread-87067-1-1.html		Fall	2014.0	MS	AD	University of Michigan	Envir, SNRE			
fifa2008	http://www.1point3acres.com/bbs/thread-87027-1-1.html		Fall	2014.0	PhD	Rej	University of Michigan	Stat/Biostat			
pigmightfly	http://www.1point3acres.com/bbs/thread-84453-1-1.html	8.8	Fall	2014.0	MS	AD	University of Michigan	CS, HCI			
chouclee	http://www.1point3acres.com/bbs/thread-86858-1-1.html		Fall	2014.0	MS	Rej	University of Michigan	EE			30/211
songyangUSTC	http://www.1point3acres.com/bbs/thread-86654-1-1.html		Fall	2014.0	MS	AD	University of Michigan	EE, EE:S			
Aaron_Zhao	http://www.1point3acres.com/bbs/thread-86616-1-1.html	3.6	Fall	2014.0	MS	AD	University of Michigan	EE			
fairydream523	http://www.1point3acres.com/bbs/thread-86599-1-1.html	9.6	Fall	2014.0	MS	AD	University of Michigan	EE	152 170 3	98	30/211
????	http://www.1point3acres.com/bbs/thread-84151-1-1.html	4.0	Fall	2014.0	MS	AD	University of Michigan	CS			
anthonychenzhuo	http://www.1point3acres.com/bbs/thread-86058-1-1.html	3.6	Fall	2014.0	PhD	Offer	University of Michigan	Material			
oldady	http://www.1point3acres.com/bbs/thread-86430-1-1.html	3.6	Fall	2014.0	MS	Rej	University of Michigan	Other			
icyjia	http://www.1point3acres.com/bbs/thread-83822-1-1.html		Fall	2014.0	PhD	Offer	University of Michigan	Stat/Biostat			
cxtadment	http://www.1point3acres.com/bbs/thread-84399-1-1.html	3.6	Fall	2014.0	MS	Rej	University of Michigan	MIS			
loycelaw	http://www.1point3acres.com/bbs/thread-85150-1-1.html		Fall	2014.0	MS	AD	University of Michigan	Envir			
herowyz	http://www.1point3acres.com/bbs/thread-85823-1-1.html		Fall	2014.0	PhD	Rej	University of Michigan	CivilEng			
??123	http://www.1point3acres.com/bbs/thread-85716-1-1.html		Fall	2014.0	MS	Rej	University of Michigan	MIS, MIS	159+165=324 AW3.0	103?S23?	30/211
La_Lune	http://www.1point3acres.com/bbs/thread-81770-1-1.html	3.7	Fall	2014.0	MS	AD	University of Michigan	Stat/Biostat, Biostatistics			
hxzjpp	http://www.1point3acres.com/bbs/thread-84753-1-1.html		Fall	2014.0	MS	AD	University of Michigan	MIS	155+166+3.5	102(s22)	30/211
RebeccaZYT	http://www.1point3acres.com/bbs/thread-82774-1-1.html		Fall	2014.0	PhD	Offer	University of Michigan	CS			
pabluers	http://www.1point3acres.com/bbs/thread-85511-1-1.html		Fall	2014.0	MS	AD	University of Michigan	Stat/Biostat			
danuzclaudes	http://www.1point3acres.com/bbs/thread-85499-1-1.html	3.0	Fall	2014.0	MS	Rej	University of Michigan	MIS, MSI			
??0905	http://www.1point3acres.com/bbs/thread-85471-1-1.html		Fall	2014.0	MS	AD	University of Michigan	Stat/Biostat			
qbt4juik	http://www.1point3acres.com/bbs/thread-85416-1-1.html		Fall	2014.0	MS	Rej	University of Michigan	MIS			15/211
EternalMing	http://www.1point3acres.com/bbs/thread-85458-1-1.html		Fall	2014.0	MS	AD	University of Michigan	Other, HCI (School of Information) 			
AlexandraVon	http://www.1point3acres.com/bbs/thread-85452-1-1.html		Fall	2014.0	MS	Rej	University of Michigan	Other, MSI HCI			
yingma	http://www.1point3acres.com/bbs/thread-85409-1-1.html		Fall	2014.0	MS	Rej	University of Michigan	MIS			15/211
wmtws9dsj	http://www.1point3acres.com/bbs/thread-85390-1-1.html		Fall	2014.0	MS	AD	University of Michigan	MIS, MSI			
Sun_Jingran	http://www.1point3acres.com/bbs/thread-84984-1-1.html		Fall	2014.0	MS	Rej	University of Michigan	CivilEng, CEM			30/211
yanhewuye	http://www.1point3acres.com/bbs/thread-84934-1-1.html		Fall	2014.0	PhD	Offer	University of Michigan	BME	1560	106	30/211
???	http://www.1point3acres.com/bbs/thread-84616-1-1.html		Fall	2014.0	MS	AD	University of Michigan	MIS, MSI			
zy874709989	http://www.1point3acres.com/bbs/thread-84664-1-1.html		Fall	2014.0	PhD	Rej	University of Michigan	BME			
lamental	http://www.1point3acres.com/bbs/thread-84430-1-1.html	3.6	Fall	2014.0	MS	AD	University of Michigan	MIS, MSI			
gwendolinec	http://www.1point3acres.com/bbs/thread-84496-1-1.html		Fall	2014.0	MS	AD	University of Michigan	MIS			
????	http://www.1point3acres.com/bbs/thread-83881-1-1.html	3.4	Fall	2014.0	MS	Rej	University of Michigan	Stat/Biostat, stat	317+3.0	104(s23)	30/211
??0905	http://www.1point3acres.com/bbs/thread-84738-1-1.html		Fall	2014.0	PhD	Rej	University of Michigan	Stat/Biostat			
pikachu	http://www.1point3acres.com/bbs/thread-84763-1-1.html		Fall	2014.0	MS	AD	University of Michigan	Stat/Biostat	152+168+3.5	27+28+24+29	30/211
verozx	http://www.1point3acres.com/bbs/thread-84555-1-1.html	3.3	Fall	2014.0	MS	AD	University of Michigan	MIS	154+170+3	104?s22?	15/211
xiyouai	http://www.1point3acres.com/bbs/thread-84446-1-1.html		Fall	2014.0	MS	AD	University of Michigan	MIS			
seasondyb	http://www.1point3acres.com/bbs/thread-84305-1-1.html		Fall	2014.0	MS	AD	University of Michigan	Other, MSI(HCI track)			
typhooon	http://www.1point3acres.com/bbs/thread-84355-1-1.html		Fall	2014.0	PhD	Offer	University of Michigan	CS	149 + 169 + 3.0	IELTS 7.0	15/211
Pantorie	http://www.1point3acres.com/bbs/thread-83828-1-1.html		Fall	2014.0	MS	Rej	University of Michigan	Stat/Biostat			
talkativetammy	http://www.1point3acres.com/bbs/thread-84475-1-1.html		Fall	2014.0	MS	AD	University of Michigan	Stat/Biostat, Biostatistics			
Edith	http://www.1point3acres.com/bbs/thread-83863-1-1.html	3.6	Fall	2014.0	MS	AD	University of Michigan	CivilEng	156+168+3.5	103(S:23)	30/211
bohenan	http://www.1point3acres.com/bbs/thread-84460-1-1.html		Fall	2014.0	MS	AD	University of Michigan	MIS			
sishuxuan	http://www.1point3acres.com/bbs/thread-59152-1-1.html	3.3	Fall	2013.0	MS	Rej	University of Michigan	CS	151+168 3	103(23)	30/211
??	http://www.1point3acres.com/bbs/thread-59051-1-1.html		Fall	2013.0	MS	Rej	University of Michigan	IEOR, IEOR			
vivian_sun	http://www.1point3acres.com/bbs/thread-59016-1-1.html		Fall	2013.0	MS	Rej	University of Michigan	IEOR			
melty1825	http://www.1point3acres.com/bbs/thread-55887-1-1.html	0.0	Fall	2013.0	PhD	Offer	University of Michigan	EE	1340	101	15/211
Cross_Dream	http://www.1point3acres.com/bbs/thread-58650-1-1.html		Fall	2013.0	MS	Rej	University of Michigan	EE, EE:S			
dalulu_sw	http://www.1point3acres.com/bbs/thread-58586-1-1.html		Fall	2013.0	MS	Rej	University of Michigan	EE, , UIUC 			15/211
niles	http://www.1point3acres.com/bbs/thread-58252-1-1.html		Fall	2013.0	PhD	Rej	University of Michigan	EE			
boz_m	http://www.1point3acres.com/bbs/thread-58527-1-1.html		Fall	2013.0	MS	Rej	University of Michigan	EE			
g618034	http://www.1point3acres.com/bbs/thread-58262-1-1.html		Fall	2013.0	MS	Rej	University of Michigan	Math/AppliedMath, Actuarial			
???	http://www.1point3acres.com/bbs/thread-58062-1-1.html	3.7	Fall	2013.0	MS	AD	University of Michigan	IEOR	162+166+4	110	15/211
Neal	http://www.1point3acres.com/bbs/thread-58055-1-1.html		Fall	2013.0	MS	AD	University of Michigan	EE			
shangruibo1990	http://www.1point3acres.com/bbs/thread-57811-1-1.html	0.3	Fall	2013.0	MS	AD	University of Michigan	EE	327	106	15/211
champ??	http://www.1point3acres.com/bbs/thread-57996-1-1.html		Fall	2013.0	MS	AD	University of Michigan	EE, POWER ad, USC ad, UCLA    ; rej, Gatech rej			
talent32	http://www.1point3acres.com/bbs/thread-57799-1-1.html		Fall	2013.0	MS	AD	University of Michigan	EE			
3.61679793E8	http://www.1point3acres.com/bbs/thread-57988-1-1.html		Fall	2013.0	MS	AD	University of Michigan	Other			
????	http://www.1point3acres.com/bbs/thread-57938-1-1.html		Fall	2013.0	MS	AD	University of Michigan	EE			
jzdaizeyu	http://www.1point3acres.com/bbs/thread-57879-1-1.html		Fall	2013.0	MS	Rej	University of Michigan	EE			
???	http://www.1point3acres.com/bbs/thread-57540-1-1.html		Fall	2013.0	MS	Rej	University of Michigan	CivilEng			15/211
???	http://www.1point3acres.com/bbs/thread-57540-1-1.html		Fall	2013.0	MS	Rej	University of Michigan	CivilEng			15/211
chenxing0831	http://www.1point3acres.com/bbs/thread-57801-1-1.html		Fall	2013.0	MS	AD	University of Michigan	EE	154+170+3.5	105?24?	30/211
bjstroll	http://www.1point3acres.com/bbs/thread-57795-1-1.html		Fall	2013.0	MS	Rej	University of Michigan	EE			
?????bill	http://www.1point3acres.com/bbs/thread-57771-1-1.html	3.4	Fall	2013.0	MS	Rej	University of Michigan	EE			
sasali	http://www.1point3acres.com/bbs/thread-55451-1-1.html		Fall	2013.0	MS	AD	University of Michigan	CS, SI	323+3.5	105?22?	30/211
liqing911001	http://www.1point3acres.com/bbs/thread-53926-1-1.html		Fall	2013.0	PhD	Rej	University of Michigan	IEOR, IEOR			15/211
?????	http://www.1point3acres.com/bbs/thread-56322-1-1.html	3.8	Fall	2013.0	PhD	Offer	University of Michigan	EE			
qpalz826	http://www.1point3acres.com/bbs/thread-57657-1-1.html		Fall	2013.0	MS	AD	University of Michigan	Bio			30/211
gaoyikai90	http://www.1point3acres.com/bbs/thread-57538-1-1.html		Fall	2013.0	MS	Rej	University of Michigan	EE			15/211
DQ????	http://www.1point3acres.com/bbs/thread-57503-1-1.html		Fall	2013.0	MS	Rej	University of Michigan	EE			30/211
jinliu00	http://www.1point3acres.com/bbs/thread-57463-1-1.html		Fall	2013.0	MS	Rej	University of Michigan	EE			
fighterczy	http://www.1point3acres.com/bbs/thread-57428-1-1.html		Fall	2013.0	MS	Rej	University of Michigan	EE			
dear_rt	http://www.1point3acres.com/bbs/thread-57379-1-1.html		Fall	2013.0	MS	AD	University of Michigan	EE			
????	http://www.1point3acres.com/bbs/thread-57236-1-1.html		Fall	2013.0	MS	Rej	University of Michigan	EE			
A200	http://www.1point3acres.com/bbs/thread-57226-1-1.html		Fall	2013.0	MS	AD	University of Michigan	EE			
laoxie09	http://www.1point3acres.com/bbs/thread-57269-1-1.html		Fall	2013.0	MS	Rej	University of Michigan	EE			
ttffo009	http://www.1point3acres.com/bbs/thread-57283-1-1.html		Fall	2013.0	MS	Rej	University of Michigan	EE, EE			30/211
????	http://www.1point3acres.com/bbs/thread-57228-1-1.html		Fall	2013.0	MS	AD	University of Michigan	EE			
haoc	http://www.1point3acres.com/bbs/thread-57206-1-1.html		Fall	2013.0	MS	AD	University of Michigan	EE			
Metaphu	http://www.1point3acres.com/bbs/thread-54479-1-1.html		Fall	2013.0	MS	AD	University of Michigan	EE			
culalala	http://www.1point3acres.com/bbs/thread-54071-1-1.html		Fall	2013.0	MS	AD	University of Michigan	Envir			15/211
dongjing3309	http://www.1point3acres.com/bbs/thread-56425-1-1.html		Fall	2013.0	MS	AD	University of Michigan	EE			
donnod	http://www.1point3acres.com/bbs/thread-56594-1-1.html		Fall	2013.0	PhD	Rej	University of Michigan	EE			
ivycheung1208	http://www.1point3acres.com/bbs/thread-56417-1-1.html		Fall	2013.0	MS	AD	University of Michigan	EE			
safeng	http://www.1point3acres.com/bbs/thread-56447-1-1.html		Fall	2013.0	MS	AD	University of Michigan	EE	1300	97	30/211
?????	http://www.1point3acres.com/bbs/thread-56436-1-1.html		Fall	2013.0	MS	AD	University of Michigan	EE			
elenacz	http://www.1point3acres.com/bbs/thread-56505-1-1.html		Fall	2013.0	MS	Rej	University of Michigan	EE, ECE			
princeward	http://www.1point3acres.com/bbs/thread-56293-1-1.html		Fall	2013.0	PhD	AD	University of Michigan	EE, EE:S			
sasali	http://www.1point3acres.com/bbs/thread-51227-1-1.html	5.6	Fall	2013.0	MS	AD	University of Michigan	MIS, MSI	155+168+3.5	105	30/211
wendy33	http://www.1point3acres.com/bbs/thread-55553-1-1.html		Fall	2013.0	MS	Rej	University of Michigan	EE			
talent32	http://www.1point3acres.com/bbs/thread-55563-1-1.html		Fall	2013.0	MS	AD	University of Michigan	EE			
sunzh09yim	http://www.1point3acres.com/bbs/thread-55169-1-1.html		Fall	2012.0	MS	Offer	University of Michigan	CS			
????	http://www.1point3acres.com/bbs/thread-54374-1-1.html	3.5	Fall	2013.0	MS	AD	University of Michigan	Other, SI	322?3.5	104?s23?	15/211
yrdtc	http://www.1point3acres.com/bbs/thread-52394-1-1.html		Fall	2013.0	MS	AD	University of Michigan	ME, Me, UIUC  NAME			
??	http://www.1point3acres.com/bbs/thread-55069-1-1.html		Fall	2013.0	MS	AD	University of Michigan	MIS, MSI			
rebe90	http://www.1point3acres.com/bbs/thread-54755-1-1.html		Fall	2013.0	MS	AD	University of Michigan	EE			
elaineleizhao	http://www.1point3acres.com/bbs/thread-51266-1-1.html	8.5	Fall	2013.0	MS	AD	University of Michigan	MIS			
supervicky	http://www.1point3acres.com/bbs/thread-54750-1-1.html		Fall	2013.0	PhD	Rej	University of Michigan	IEOR			
zaqlovegre	http://www.1point3acres.com/bbs/thread-54185-1-1.html	8.3	Fall	2013.0	MS	Rej	University of Michigan	Stat/Biostat			
tianlankk	http://www.1point3acres.com/bbs/thread-54337-1-1.html		Fall	2013.0	MS	AD	University of Michigan	BME			
zcyharrypotter	http://www.1point3acres.com/bbs/thread-52407-1-1.html	3.5	Fall	2013.0	MS	Rej	University of Michigan	Stat/Biostat	153+169+3.5	109(23)	15/211
corazhong	http://www.1point3acres.com/bbs/thread-51919-1-1.html	3.5	Fall	2013.0	MS	AD	University of Michigan	Stat/Biostat	1330(550+800)	113	15/211
wertyfg	http://www.1point3acres.com/bbs/thread-53527-1-1.html		Fall	2013.0	PhD	Rej	University of Michigan	Other, Naval Arch.&Marine E			15/211
youngkang1026	http://www.1point3acres.com/bbs/thread-53668-1-1.html		Fall	2013.0			University of Michigan	Stat/Biostat, biostat			
zeyjay520	http://www.1point3acres.com/bbs/thread-53170-1-1.html		Fall	2013.0	MS	AD	University of Michigan	CivilEng	151+169+3.0	100?24+28+23+25?	15/211
heibaipei	http://www.1point3acres.com/bbs/thread-50370-1-1.html		Fall	2013.0	MS	AD	University of Michigan	MIS, HCI			15/211
???	http://www.1point3acres.com/bbs/thread-52855-1-1.html		Fall	2013.0	MS	Rej	University of Michigan	Stat/Biostat			15/211
jeccili	http://www.1point3acres.com/bbs/thread-52003-1-1.html		Fall	2013.0	MS	AD	University of Michigan	Stat/Biostat, Stat			
whjwhj	http://www.1point3acres.com/bbs/thread-52568-1-1.html	6.2	Fall	2013.0	MS	Rej	University of Michigan	Stat/Biostat	159+169+3.5	101	30/211
????	http://www.1point3acres.com/bbs/thread-52560-1-1.html		Fall	2013.0	MS	Rej	University of Michigan	Stat/Biostat			
illusion2wing	http://www.1point3acres.com/bbs/thread-52521-1-1.html		Fall	2013.0	MS	Rej	University of Michigan	Stat/Biostat			
thebusyone	http://www.1point3acres.com/bbs/thread-52520-1-1.html		Fall	2013.0	MS	Rej	University of Michigan	Stat/Biostat			
mlq90103	http://www.1point3acres.com/bbs/thread-52424-1-1.html		Fall	2013.0	MS	Rej	University of Michigan	Stat/Biostat, Applied Stat			
cosdis	http://www.1point3acres.com/bbs/thread-52300-1-1.html	3.7	Fall	2013.0	MS	AD	University of Michigan	Earth	157+168+3	99(S19)	15/211
pygmy	http://www.1point3acres.com/bbs/thread-50311-1-1.html	5.4	Fall	2013.0	MS	AD	University of Michigan	MIS			
yvetterowe	http://www.1point3acres.com/bbs/thread-51460-1-1.html		Fall	2013.0	MS	AD	University of Michigan	MIS			30/211
fireworkliuyuan	http://www.1point3acres.com/bbs/thread-51779-1-1.html	3.4	Fall	2013.0	MS	AD	University of Michigan	Stat/Biostat, Stat	159+166+4.0	105	30/211
superddt	http://www.1point3acres.com/bbs/thread-51436-1-1.html		Fall	2013.0	PhD	Offer	University of Michigan	Stat/Biostat			
sophieaQ	http://www.1point3acres.com/bbs/thread-51528-1-1.html	3.4	Fall	2013.0	MS	Rej	University of Michigan	MIS			
eggtart	http://www.1point3acres.com/bbs/thread-51141-1-1.html		Fall	2013.0	MS	AD	University of Michigan	CS, MSI(HCI Track)			
allenfun	http://www.1point3acres.com/bbs/thread-51217-1-1.html		Fall	2013.0	PhD	Rej	University of Michigan	EE			
PJthunder	http://www.1point3acres.com/bbs/thread-50267-1-1.html		Fall	2013.0	PhD	Offer	University of Michigan	MIS			
Fxxkohyeah	http://www.1point3acres.com/bbs/thread-51179-1-1.html		Fall	2013.0	PhD	Rej	University of Michigan	EE			
zbgsy	http://www.1point3acres.com/bbs/thread-173695-1-1.html		Fall	2016.0	PhD	WaitingList	University of Michigan	EE			
???	http://www.1point3acres.com/bbs/thread-177092-1-1.html		Fall	2016.0	MS	AD	University of Michigan	Stat/Biostat			15/211
Ohbruce	http://www.1point3acres.com/bbs/thread-174721-1-1.html	3.6	Fall	2016.0	MS	AD	University of Michigan	ME			
????	http://www.1point3acres.com/bbs/thread-172530-1-1.html		Fall	2016.0	MS	AD	University of Michigan	EE	322 + 3.5	95	15/211
7.90037775E8	http://www.1point3acres.com/bbs/thread-176741-1-1.html		Fall	2016.0	MS	Rej	University of Michigan	MIS			15/211
sylvesterchan	http://www.1point3acres.com/bbs/thread-174138-1-1.html	6.1	Fall	2016.0	MS	AD	University of Michigan	ME			
??1329	http://www.1point3acres.com/bbs/thread-175080-1-1.html	4.5	Fall	2016.0	MS	AD	University of Michigan	EE			
xsh6528	http://www.1point3acres.com/bbs/thread-172541-1-1.html	8.5	Fall	2016.0	MS	AD	University of Michigan	EE, ECE			15/211
allask	http://www.1point3acres.com/bbs/thread-175541-1-1.html		Fall	2016.0	MS	AD	University of Michigan	Stat/Biostat, Stats, Columbia, Stats, GWU, Biostat			
lucyviolet	http://www.1point3acres.com/bbs/thread-176153-1-1.html		Fall	2016.0	MS	AD	University of Michigan	Stat/Biostat			
???	http://www.1point3acres.com/bbs/thread-176137-1-1.html		Fall	2012.0	MS	AD	University of Michigan	Stat/Biostat			30/211
telotic	http://www.1point3acres.com/bbs/thread-172526-1-1.html	0.2	Fall	2016.0	MS	AD	University of Michigan	EE	155+168+3.0	105	30/211
bb_ok	http://www.1point3acres.com/bbs/thread-50202-1-1.html		Fall	2013.0	MS	AD	University of Michigan	MIS			
zhangys	http://www.1point3acres.com/bbs/thread-50191-1-1.html	8.7	Fall	2013.0	MS	AD	University of Michigan	MIS	550,800,3.5	105(24)	15/211
Awana	http://www.1point3acres.com/bbs/thread-50499-1-1.html		Fall	2013.0	PhD	Offer	University of Michigan	CS			
sea	http://www.1point3acres.com/bbs/thread-50308-1-1.html		Fall	2013.0	PhD	Offer	University of Michigan	CS			
typical_libra	http://www.1point3acres.com/bbs/thread-49672-1-1.html		Fall	2013.0	MS	Rej	University of Michigan	Stat/Biostat, biostat			
sewen67	http://www.1point3acres.com/bbs/thread-48919-1-1.html	4.4	Fall	2013.0	MS	AD	University of Michigan	Bio, Biostatistics			
???	http://www.1point3acres.com/bbs/thread-50062-1-1.html		Fall	2013.0	PhD	Rej	University of Michigan	Stat/Biostat, Stat			
kellyzqc	http://www.1point3acres.com/bbs/thread-50129-1-1.html	3.7	Fall	2013.0	MS	AD	University of Michigan	MIS			
hunter11	http://www.1point3acres.com/bbs/thread-49484-1-1.html		Fall	2013.0	MS	Rej	University of Michigan	Stat/Biostat, Biostat			
yyshenjian	http://www.1point3acres.com/bbs/thread-49520-1-1.html		Fall	2013.0	MS	WaitingList	University of Michigan	Math/AppliedMath			
matianrui	http://www.1point3acres.com/bbs/thread-49525-1-1.html	3.6	Fall	2013.0	MS	AD	University of Michigan	Other			
sherrybi	http://www.1point3acres.com/bbs/thread-45691-1-1.html		Fall	2013.0	MS	AD	University of Michigan	MFE/Fin/FinMath			
waters_z	http://www.1point3acres.com/bbs/thread-45698-1-1.html	3.3	Fall	2013.0	MS	AD	University of Michigan	MFE/Fin/FinMath			
Yvonne071	http://www.1point3acres.com/bbs/thread-30870-1-1.html		Fall	2012.0	MS	AD	University of Michigan	ME			15/211
???	http://www.1point3acres.com/bbs/thread-29688-1-1.html	8.8	Fall	2012.0	MS	AD	University of Michigan	EE			
mahone	http://www.1point3acres.com/bbs/thread-33781-1-1.html		Fall	2013.0	PhD	Rej	University of Michigan	Material			
wangqi199023	http://www.1point3acres.com/bbs/thread-30613-1-1.html		Fall	2012.0	MS	AD	University of Michigan	ME			30/211
rogeryang	http://www.1point3acres.com/bbs/thread-32622-1-1.html		Fall	2012.0	MS	Rej	University of Michigan	ME			
efny	http://www.1point3acres.com/bbs/thread-32518-1-1.html	3.6	Fall	2012.0	MS	AD	University of Michigan	EE			
lilianzcc	http://www.1point3acres.com/bbs/thread-32535-1-1.html		Fall	2012.0	MS	Rej	University of Michigan	MFE/Fin/FinMath			
viviangry	http://www.1point3acres.com/bbs/thread-29726-1-1.html		Fall	2012.0	MS	AD	University of Michigan	EE			
lc89	http://www.1point3acres.com/bbs/thread-32334-1-1.html	3.6	Fall	2012.0	PhD	Rej	University of Michigan	ME			
yeeff23	http://www.1point3acres.com/bbs/thread-32299-1-1.html	2.5	Fall	2012.0	MS	Rej	University of Michigan	ME			
???24	http://www.1point3acres.com/bbs/thread-32164-1-1.html		Fall	2012.0	MS	AD	University of Michigan	ME			
nkbuaayl	http://www.1point3acres.com/bbs/thread-32328-1-1.html		Fall	2012.0	MS	Rej	University of Michigan	ME			
edge1211	http://www.1point3acres.com/bbs/thread-32331-1-1.html		Fall	2012.0	MS	Rej	University of Michigan	CS			
cynthiazp	http://www.1point3acres.com/bbs/thread-32279-1-1.html		Fall	2012.0	MS	Rej	University of Michigan	CS			
loveimba	http://www.1point3acres.com/bbs/thread-32273-1-1.html		Fall	2012.0	MS	Rej	University of Michigan	CS			
wrshorse	http://www.1point3acres.com/bbs/thread-32232-1-1.html		Fall	2012.0	MS	Rej	University of Michigan	MFE/Fin/FinMath			
???	http://www.1point3acres.com/bbs/thread-32091-1-1.html		Fall	2012.0	PhD	Rej	University of Michigan	EE			
pans1003	http://www.1point3acres.com/bbs/thread-31920-1-1.html		Fall	2012.0	MS	AD	University of Michigan	MFE/Fin/FinMath			
daniel0822	http://www.1point3acres.com/bbs/thread-31972-1-1.html		Fall	2012.0	PhD	Rej	University of Michigan	CS			
ykcland	http://www.1point3acres.com/bbs/thread-31927-1-1.html	3.8	Fall	2012.0	MS	Rej	University of Michigan	CS	1320+4	96	30/211
Cheng_Tian	http://www.1point3acres.com/bbs/thread-31952-1-1.html		Fall	2012.0	PhD	Rej	University of Michigan	CS			
?????	http://www.1point3acres.com/bbs/thread-31106-1-1.html		Fall	2012.0	MS	Rej	University of Michigan	CS			
bonanzawei	http://www.1point3acres.com/bbs/thread-31166-1-1.html		Fall	2012.0	PhD	AD	University of Michigan	EE			15/211
